className,javaPackage,category,name,internalName,sortingName,heat,damage,rackSize,minimumRange,shortRange,mediumRange,longRange,extremeRange,waterShortRange,waterMediumRange,waterLongRange,waterExtremeRange,tonnage,criticalSlots,bv,cost,shortAV,medAV,longAV,extAV,maxRange,explosionDamage,rulesRefs,techBase,techRating,isIntroYear,clanIntroYear
CLLRT2,megamek.common.weapons.lrms.clan.torpedo,lrms,LRT 2,CLLRTorpedo2,,0,,2,,,,,,7,14,21,28,0.4,0,24,,,,,,,,"231, TM",CLAN,F,,3055
CLLRT20,megamek.common.weapons.lrms.clan.torpedo,lrms,LRT 20,CLLRTorpedo20,,6,,20,,,,,,7,14,21,28,5.0,4,220,250000,,,,,,,"230, TM",CLAN,C,,2820
ISLRT20,megamek.common.weapons.lrms.innerSphere.torpedo,lrms,LRT 20,,,6,,20,6,,,,,7,14,21,28,10.0,5,181,250000,,,,,,,"230, TM",IS,C,2370,
CLLRT20IOS,megamek.common.weapons.lrms.clan.torpedo.oneShot,lrms,LRT 20 (I-OS),CLLRTorpedo20 (IOS),,6,,20,,,,,,7,14,21,28,4.5,4,44,200000,,,,,,,"139, TO:AUE",CLAN,B,,3058
ISLRT20IOS,megamek.common.weapons.lrms.innerSphere.torpedo.oneShot,lrms,LRT 20 (I-OS),,,6,,20,6,,,,,7,14,21,28,9.5,5,36,200000,,,,,,,"139, TO:AUE",IS,B,3056,
CLLRT20OS,megamek.common.weapons.lrms.clan.torpedo.oneShot,lrms,LRT 20 (OS),CLLRTorpedo20 (OS),,6,,20,,,,,,7,14,21,28,5.5,4,44,125000,,,,,,,"230, TM",CLAN,C,,2820
ISLRT20OS,megamek.common.weapons.lrms.innerSphere.torpedo.oneShot,lrms,LRT 20 (OS),,,6,,20,6,,,,,7,14,21,28,10.5,5,36,125000,,,,,,,"230, TM",IS,C,2665,
CLLRT3,megamek.common.weapons.lrms.clan.torpedo,lrms,LRT 3,CLLRTorpedo3,,0,,3,,,,,,7,14,21,28,0.6,0,35,,,,,,,,"231, TM",CLAN,F,,3055
CLLRT4,megamek.common.weapons.lrms.clan.torpedo,lrms,LRT 4,CLLRTorpedo4,,0,,4,,,,,,7,14,21,28,0.8,0,46,,,,,,,,"231, TM",CLAN,F,,3055
CLLRT5,megamek.common.weapons.lrms.clan.torpedo,lrms,LRT 5,CLLRTorpedo5,,2,,5,,,,,,7,14,21,28,1.0,1,55,30000,,,,,,,"230, TM",CLAN,C,,2820
ISLRT5,megamek.common.weapons.lrms.innerSphere.torpedo,lrms,LRT 5,,,2,,5,6,,,,,7,14,21,28,2.0,1,45,30000,,,,,,,"230, TM",IS,C,2370,
CLLRT5IOS,megamek.common.weapons.lrms.clan.torpedo.oneShot,lrms,LRT 5 (I-OS),CLLRTorpedo5 (IOS),,2,,5,,,,,,7,14,21,28,0.5,1,11,24000,,,,,,,"139, TO:AUE",CLAN,B,,3058
ISLRT5IOS,megamek.common.weapons.lrms.innerSphere.torpedo.oneShot,lrms,LRT 5 (I-OS),,,2,,5,6,,,,,7,14,21,28,1.5,1,9,24000,,,,,,,"139, TO:AUE",IS,B,3056,
CLLRT5OS,megamek.common.weapons.lrms.clan.torpedo.oneShot,lrms,LRT 5 (OS),CLLRTorpedo5 (OS),,2,,5,,,,,,7,14,21,28,1.5,1,11,15000,,,,,,,"230, TM",CLAN,C,,2820
ISLRT5OS,megamek.common.weapons.lrms.innerSphere.torpedo.oneShot,lrms,LRT 5 (OS),,,2,,5,6,,,,,7,14,21,28,2.5,1,9,15000,,,,,,,"230, TM",IS,C,2665,
CLLRT6,megamek.common.weapons.lrms.clan.torpedo,lrms,LRT 6,CLLRTorpedo6,,0,,6,,,,,,7,14,21,28,1.2,0,69,,,,,,,,"231, TM",CLAN,F,,3055
CLLRT7,megamek.common.weapons.lrms.clan.torpedo,lrms,LRT 7,CLLRTorpedo7,,0,,7,,,,,,7,14,21,28,1.4,0,82,,,,,,,,"231, TM",CLAN,F,,3055
CLLRT8,megamek.common.weapons.lrms.clan.torpedo,lrms,LRT 8,CLLRTorpedo8,,0,,8,,,,,,7,14,21,28,1.6,0,93,,,,,,,,"231, TM",CLAN,F,,3055
CLLRT9,megamek.common.weapons.lrms.clan.torpedo,lrms,LRT 9,CLLRTorpedo9,,0,,9,,,,,,7,14,21,28,1.8,0,95,,,,,,,,"231, TM",CLAN,F,,3055
CLStreakLRM1,megamek.common.weapons.lrms.clan.streak,lrms,Streak LRM 1,CLStreakLRM1,,1,,1,,7,14,21,28,,,,,0.4,1,17,15000,,,,,,,"139, TO:AUE",,,,
CLStreakLRM1OS,megamek.common.weapons.lrms.clan.streak.oneShot,lrms,Streak LRM 1 (OS),CLStreakLRM1OS,,0,,1,,7,14,21,28,,,,,.9,1,17,15000,,,,,,,,CLAN,F,,3057
CLStreakLRM10,megamek.common.weapons.lrms.clan.streak,lrms,Streak LRM 10,CLStreakLRM10,,4,,10,,7,14,21,28,,,,,5.0,2,173,225000,10,10,10,,Long,,"139, TO:AUE",,,,
CLStreakLRM10IOS,megamek.common.weapons.lrms.clan.streak.oneShot,lrms,Streak LRM 10 (I-OS),CLIOSStreakLRM10,,4,,10,,7,14,21,28,,,,,4.5,2,35,180000,15,15,15,,Long,,"139, TO:AUE",CLAN,B,,3058
CLStreakLRM10OS,megamek.common.weapons.lrms.clan.streak.oneShot,lrms,Streak LRM 10 (OS),CLOSStreakLRM10,,4,,10,,7,14,21,28,,,,,5.5,2,35,112500,10,10,10,,Long,,"139, TO:AUE",CLAN,F,,3057
CLStreakLRM11,megamek.common.weapons.lrms.clan.streak,lrms,Streak LRM 11,CLStreakLRM11,,0,,11,,7,14,21,28,,,,,4.4,1,190,165000,,,,,,,"139, TO:AUE",,,,
CLStreakLRM11OS,megamek.common.weapons.lrms.clan.streak.oneShot,lrms,Streak LRM 11 (OS),CLStreakLRM11OS,,0,,11,,7,14,21,28,,,,,4.9,1,190,165000,,,,,,,,CLAN,F,,3057
CLStreakLRM12,megamek.common.weapons.lrms.clan.streak,lrms,Streak LRM 12,CLStreakLRM12,,0,,12,,7,14,21,28,,,,,4.8,1,207,180000,,,,,,,"139, TO:AUE",,,,
CLStreakLRM12OS,megamek.common.weapons.lrms.clan.streak.oneShot,lrms,Streak LRM 12 (OS),CLStreakLRM12 (OS),,0,,12,,7,14,21,28,,,,,5.3,1,207,180000,,,,,,,,CLAN,F,,3057
CLStreakLRM13,megamek.common.weapons.lrms.clan.streak,lrms,Streak LRM 13,CLStreakLRM13,,0,,13,,7,14,21,28,,,,,5.2,1,224,195000,,,,,,,"139, TO:AUE",,,,
CLStreakLRM13OS,megamek.common.weapons.lrms.clan.streak.oneShot,lrms,Streak LRM 13 (OS),CLStreakLRM13OS,,0,,13,,7,14,21,28,,,,,5.7,1,224,195000,,,,,,,,CLAN,F,,3057
CLStreakLRM14,megamek.common.weapons.lrms.clan.streak,lrms,Streak LRM 14,CLStreakLRM14,,0,,14,,7,14,21,28,,,,,5.6,1,241,210000,,,,,,,"139, TO:AUE",,,,
CLStreakLRM14OS,megamek.common.weapons.lrms.clan.streak.oneShot,lrms,Streak LRM 14 (OS),CLStreakLRM14OS,,0,,14,,7,14,21,28,,,,,6.1,1,241,210000,,,,,,,,CLAN,F,,3057
CLStreakLRM15,megamek.common.weapons.lrms.clan.streak,lrms,Streak LRM 15,CLStreakLRM15,,5,,15,,7,14,21,28,,,,,7.0,3,259,400000,15,15,15,,Long,,"139, TO:AUE",,,,
CLStreakLRM15IOS,megamek.common.weapons.lrms.clan.streak.oneShot,lrms,Streak LRM 15 (I-OS),CLIOSStreakLRM15,,5,,15,,7,14,21,28,,,,,6.5,3,52,320000,15,15,15,,Long,,"139, TO:AUE",CLAN,B,,3058
CLStreakLRM15OS,megamek.common.weapons.lrms.clan.streak.oneShot,lrms,Streak LRM 15 (OS),CLOSStreakLRM15,,5,,15,,7,14,21,28,,,,,7.5,3,52,200000,15,15,15,,Long,,"139, TO:AUE",CLAN,F,,3057
CLStreakLRM16,megamek.common.weapons.lrms.clan.streak,lrms,Streak LRM 16,CLStreakLRM16,,0,,16,,7,14,21,28,,,,,6.4,1,276,240000,,,,,,,"139, TO:AUE",,,,
CLStreakLRM16OS,megamek.common.weapons.lrms.clan.streak.oneShot,lrms,Streak LRM 16 (OS),CLStreakLRM16OS,,0,,16,,7,14,21,28,,,,,6.9,1,276,240000,,,,,,,,CLAN,F,,3057
CLStreakLRM17,megamek.common.weapons.lrms.clan.streak,lrms,Streak LRM 17,CLStreakLRM17,,0,,17,,7,14,21,28,,,,,6.80,1,293,255000,,,,,,,"139, TO:AUE",,,,
CLStreakLRM17OS,megamek.common.weapons.lrms.clan.streak.oneShot,lrms,Streak LRM 17 (OS),CLStreakLRM17OS,,0,,17,,7,14,21,28,,,,,7.3,1,293,255000,,,,,,,,CLAN,F,,3057
CLStreakLRM18,megamek.common.weapons.lrms.clan.streak,lrms,Streak LRM 18,CLStreakLRM18,,0,,18,,7,14,21,28,,,,,7.2,1,310,270000,,,,,,,"139, TO:AUE",,,,
CLStreakLRM18OS,megamek.common.weapons.lrms.clan.streak.oneShot,lrms,Streak LRM 18 (OS),CLStreakLRM18OS,,0,,18,,7,14,21,28,,,,,7.7,1,310,270000,,,,,,,,CLAN,F,,3057
CLStreakLRM19,megamek.common.weapons.lrms.clan.streak,lrms,Streak LRM 19,CLStreakLRM19,,0,,19,,7,14,21,28,,,,,7.6,1,327,285000,,,,,,,"139, TO:AUE",,,,
CLStreakLRM19OS,megamek.common.weapons.lrms.clan.streak.oneShot,lrms,Streak LRM 19 (OS),CLStreakLRM19OS,,0,,19,,7,14,21,28,,,,,8.1,1,327,285000,,,,,,,,CLAN,F,,3057
CLStreakLRM2,megamek.common.weapons.lrms.clan.streak,lrms,Streak LRM 2,CLStreakLRM2,,0,,2,,7,14,21,28,,,,,0.8,1,34,30000,,,,,,,,,,,
CLStreakLRM2OS,megamek.common.weapons.lrms.clan.streak.oneShot,lrms,Streak LRM 2 (OS),CLStreakLRM2OS,,0,,2,,7,14,21,28,,,,,1.3,1,34,30000,,,,,,,"139, TO:AUE",CLAN,F,,3057
CLStreakLRM20,megamek.common.weapons.lrms.clan.streak,lrms,Streak LRM 20,CLStreakLRM20,,6,,20,,7,14,21,28,,,,,10.0,5,345,600000,20,20,20,,Long,,"139, TO:AUE",,,,
CLStreakLRM20IOS,megamek.common.weapons.lrms.clan.streak.oneShot,lrms,Streak LRM 20 (I-OS),CLIOSStreakLRM20,,6,,20,,7,14,21,28,,,,,9.5,5,69,480000,20,20,20,,Long,,"139, TO:AUE",CLAN,B,,3058
CLStreakLRM20OS,megamek.common.weapons.lrms.clan.streak.oneShot,lrms,Streak LRM 20 (OS),CLOSStreakLRM20,,6,,20,,7,14,21,28,,,,,10.5,5,69,300000,20,20,20,,Long,,"139, TO:AUE",CLAN,F,,3057
CLStreakLRM3,megamek.common.weapons.lrms.clan.streak,lrms,Streak LRM 3,CLStreakLRM3,,0,,3,,7,14,21,28,,,,,1.2,1,51,45000,,,,,,,"139, TO:AUE",,,,
CLStreakLRM3OS,megamek.common.weapons.lrms.clan.streak.oneShot,lrms,Streak LRM 3 (OS),CLStreakLRM3OS,,0,,3,,7,14,21,28,,,,,1.7,1,51,45000,,,,,,,"139, TO:AUE",CLAN,F,,3057
CLStreakLRM4,megamek.common.weapons.lrms.clan.streak,lrms,Streak LRM 4,CLStreakLRM4,,0,,4,,7,14,21,28,,,,,1.6,1,68,60000,,,,,,,"139, TO:AUE",,,,
CLStreakLRM4OS,megamek.common.weapons.lrms.clan.streak.oneShot,lrms,Streak LRM 4 (OS),CLStreakLRM4OS,,0,,4,,7,14,21,28,,,,,2.1,1,68,60000,,,,,,,"139, TO:AUE",CLAN,F,,3057
CLStreakLRM5,megamek.common.weapons.lrms.clan.streak,lrms,Streak LRM 5,CLStreakLRM5,,2,,5,,7,14,21,28,,,,,2.0,1,86,75000,5,5,5,,Long,,"139, TO:AUE",,,,
CLStreakLRM5IOS,megamek.common.weapons.lrms.clan.streak.oneShot,lrms,Streak LRM 5 (I-OS),CLIOSStreakLRM5,,2,,5,,7,14,21,28,,,,,1.5,1,17,60000,5,5,5,,Long,,"139, TO:AUE",CLAN,B,,3058
CLStreakLRM5OS,megamek.common.weapons.lrms.clan.streak.oneShot,lrms,Streak LRM 5 (OS),CLOSStreakLRM5,,2,,5,,7,14,21,28,,,,,2.5,1,17,37500,5,5,5,,Long,,"139, TO:AUE",CLAN,F,,3057
CLStreakLRM6,megamek.common.weapons.lrms.clan.streak,lrms,Streak LRM 6,CLStreakLRM6,,0,,6,,7,14,21,28,,,,,2.4,1,103,90000,,,,,,,"139, TO:AUE",,,,
CLStreakLRM6OS,megamek.common.weapons.lrms.clan.streak.oneShot,lrms,Streak LRM 6 (OS),CLStreakLRM6OS,,0,,6,,7,14,21,28,,,,,2.9,1,103,90000,,,,,,,"139, TO:AUE",CLAN,F,,3057
CLStreakLRM7,megamek.common.weapons.lrms.clan.streak,lrms,Streak LRM 7,CLStreakLRM7,,0,,7,,7,14,21,28,,,,,2.8,1,120,105000,,,,,,,"139, TO:AUE",,,,
CLStreakLRM7OS,megamek.common.weapons.lrms.clan.streak.oneShot,lrms,Streak LRM 7 (OS),CLStreakLRM7OS,,0,,7,,7,14,21,28,,,,,3.0,1,120,105000,,,,,,,"139, TO:AUE",CLAN,F,,3057
CLStreakLRM8,megamek.common.weapons.lrms.clan.streak,lrms,Streak LRM 8,CLStreakLRM8,,0,,8,,7,14,21,28,,,,,3.2,1,137,120000,,,,,,,"139, TO:AUE",,,,
CLStreakLRM8OS,megamek.common.weapons.lrms.clan.streak.oneShot,lrms,Streak LRM 8 (OS),CLStreakLRM8OS,,0,,8,,7,14,21,28,,,,,3.7,1,137,120000,,,,,,,"139, TO:AUE",CLAN,F,,3057
CLStreakLRM9,megamek.common.weapons.lrms.clan.streak,lrms,Streak LRM 9,CLStreakLRM9,,0,,9,,7,14,21,28,,,,,3.6,1,155,135000,,,,,,,"139, TO:AUE",,,,
CLStreakLRM9OS,megamek.common.weapons.lrms.clan.streak.oneShot,lrms,Streak LRM 9 (OS),CLStreakLRM9OS,,0,,9,,7,14,21,28,,,,,4.1,1,155,135000,,,,,,,"139, TO:AUE",CLAN,F,,3057
CLHeavyMG,megamek.common.weapons.mgs.clan,mgs,Heavy Machine Gun,CLHeavyMG,MG D,0,3,3,,1,2,2,2,,,,,0.5,1,6,7500,3,,,,Short,,"228, TM",CLAN,C,,3054
ISHeavyMG,megamek.common.weapons.mgs.innerSphere,mgs,Heavy Machine Gun,,MG D,0,3,3,,1,2,2,2,,,,,1.0,1,6,7500,3,,,,Short,,"228, TM",IS,B,3063,
CLHeavyMGA,megamek.common.weapons.mgs.clan,mgs,Heavy Machine Gun Array,CLHMGA,MGA D,0,3,3,,1,2,2,4,,,,,0.25,1,0,1250,,,,,,,"228, TM",CLAN,E,,
ISHeavyMGA,megamek.common.weapons.mgs.innerSphere,mgs,Heavy Machine Gun Array,ISHMGA,MGA D,0,3,3,,1,2,2,4,,,,,0.5,1,0,1250,,,,,,,"228, TM",IS,E,3066,
CLLightMG,megamek.common.weapons.mgs.clan,mgs,Light Machine Gun,CLLightMG,MG B,0,1,1,,2,4,6,8,,,,,0.25,1,5,5000,1,,,,Short,,"228, TM",CLAN,C,,3055
ISLightMG,megamek.common.weapons.mgs.innerSphere,mgs,Light Machine Gun,,MG B,0,1,1,,2,4,6,8,,,,,0.5,1,5,5000,1,,,,Short,,"228, TM",IS,B,3064,
CLLightMGA,megamek.common.weapons.mgs.clan,mgs,Light Machine Gun Array,CLLMGA,MGA B,0,1,1,,2,4,6,8,,,,,0.25,1,0,1250,,,,,,,"228, TM",CLAN,E,,
ISLightMGA,megamek.common.weapons.mgs.innerSphere,mgs,Light Machine Gun Array,ISLMGA,MGA B,0,1,1,,2,4,6,8,,,,,0.5,1,0,1250,,,,,,,"228, TM",IS,E,3066,
CLMG,megamek.common.weapons.mgs.clan,mgs,Machine Gun,CLMG,MG C,0,2,2,,1,2,3,4,,,,,0.25,1,5,5000,2,,,,Short,,"228, TM",CLAN,C,,2821
ISMG,megamek.common.weapons.mgs.innerSphere,mgs,Machine Gun,,MG C,0,2,2,,1,2,3,4,,,,,0.5,1,5,5000,2,,,,Short,,"228, TM",ALL,B,,
CLMGA,megamek.common.weapons.mgs.clan,mgs,Machine Gun Array,CLMGA,MGA C,0,2,2,,1,2,3,4,,,,,0.25,1,0,1250,,,,,,,"228, TM",CLAN,E,,
ISMGA,megamek.common.weapons.mgs.innerSphere,mgs,Machine Gun Array,ISMGA,MGA C,0,2,2,,1,2,3,4,,,,,0.5,1,0,1250,,,,,,,"228, TM",IS,E,3066,
CLATM12,megamek.common.weapons.missiles.clan,missiles,ATM 12,CLATM12,,8,,12,4,5,10,15,20,,,,,7.0,5,212,350000,20,20,,,Medium,,"229, TM",CLAN,F,,3052
CLATM3,megamek.common.weapons.missiles.clan,missiles,ATM 3,CLATM3,,2,,3,4,5,10,15,20,,,,,1.5,2,53,50000,4,4,,,Medium,,"229, TM",CLAN,F,,3052
CLATM6,megamek.common.weapons.missiles.clan,missiles,ATM 6,CLATM6,,4,,6,4,5,10,15,20,,,,,3.5,3,105,125000,8,8,,,Medium,,"229, TM",CLAN,F,,3052
CLATM9,megamek.common.weapons.missiles.clan,missiles,ATM 9,CLATM9,,6,,9,4,5,10,15,20,,,,,5.0,4,147,225000,14,14,,,Medium,,"229, TM",CLAN,F,,3052
CLIATM12,megamek.common.weapons.missiles.clan,missiles,Improved ATM 12,CLiATM12,,8,,12,4,5,10,15,20,,,,,7.0,5,333,700000,,,,,Medium,,"59, IO:AE",CLAN,F,,3054
CLIATM3,megamek.common.weapons.missiles.clan,missiles,Improved ATM 3,CLiATM3,,2,,3,4,5,10,15,20,,,,,1.5,2,83,100000,,,,,Medium,,"59, IO:AE",CLAN,F,,3054
CLIATM6,megamek.common.weapons.missiles.clan,missiles,Improved ATM 6,CLiATM6,,4,,6,4,5,10,15,20,,,,,3.5,3,165,250000,,,,,Medium,,"59, IO:AE",CLAN,F,,3054
CLIATM9,megamek.common.weapons.missiles.clan,missiles,Improved ATM 9,CLiATM9,,6,,9,4,5,10,15,20,,,,,5.0,4,231,450000,,,,,Medium,,"59, IO:AE",CLAN,F,,3054
ISMML3,megamek.common.weapons.missiles.innerSphere.mml,missiles,MML 3,ISMML3,,2,,3,,,,,,,,,,1.5,2,29,45000,2,2,2,,Long,,"229, TM",IS,D,,
ISMML5,megamek.common.weapons.missiles.innerSphere.mml,missiles,MML 5,ISMML5,,3,,5,,,,,,,,,,3,3,45,75000,3,3,3,,Long,,"229, TM",IS,D,,
ISMML7,megamek.common.weapons.missiles.innerSphere.mml,missiles,MML 7,ISMML7,,4,,7,,,,,,,,,,4.5,4,67,105000,4,4,4,,Long,,"229, TM",IS,D,,
ISMML9,megamek.common.weapons.missiles.innerSphere.mml,missiles,MML 9,ISMML9,,5,,9,,,,,,,,,,6,5,86,125000,5,5,5,,Long,,"229, TM",IS,D,,
ISMRM10,megamek.common.weapons.missiles.innerSphere.mrm,missiles,MRM 10,,,4,,10,,3,8,15,22,,,,,3.0,2,56,50000,6,6,,,Medium,,"229, TM",IS,C,3052,
ISMRM10IOS,megamek.common.weapons.missiles.innerSphere.mrm.oneShot,missiles,MRM 10 (I-OS),,,4,,10,,3,8,15,22,,,,,2.5,2,11,40000,6,6,,,Medium,,"139, TO:AUE",IS,B,3056,
ISMRM10OS,megamek.common.weapons.missiles.innerSphere.mrm.oneShot,missiles,MRM 10 (OS),,,4,,10,,3,8,15,22,,,,,3.5,2,11,25000,6,6,,,Medium,,"229, TM",IS,C,3052,
ISMRM20,megamek.common.weapons.missiles.innerSphere.mrm,missiles,MRM 20,,,6,,20,,3,8,15,22,,,,,7.0,3,112,125000,12,12,,,Medium,,"229, TM",IS,C,3052,
ISMRM20IOS,megamek.common.weapons.missiles.innerSphere.mrm.oneShot,missiles,MRM 20 (I-OS),,,6,,20,,3,8,15,22,,,,,6.5,3,22,100000,12,12,,,Medium,,"139, TO:AUE",IS,B,3056,
ISMRM20OS,megamek.common.weapons.missiles.innerSphere.mrm.oneShot,missiles,MRM 20 (OS),,,6,,20,,3,8,15,22,,,,,7.5,3,22,62500,12,12,,,Medium,,"229, TM",IS,C,3052,
ISMRM30,megamek.common.weapons.missiles.innerSphere.mrm,missiles,MRM 30,,,10,,30,,3,8,15,22,,,,,10.0,5,168,225000,18,18,,,Medium,,"229, TM",IS,C,3052,
ISMRM30IOS,megamek.common.weapons.missiles.innerSphere.mrm.oneShot,missiles,MRM 30 (I-OS),,,10,,30,,3,8,15,22,,,,,9.5,5,34,180000,18,18,,,Medium,,"139, TO:AUE",IS,B,3056,
ISMRM30OS,megamek.common.weapons.missiles.innerSphere.mrm.oneShot,missiles,MRM 30 (OS),,,10,,30,,3,8,15,22,,,,,10.5,5,34,112500,18,18,,,Medium,,"229, TM",IS,C,3052,
ISMRM40,megamek.common.weapons.missiles.innerSphere.mrm,missiles,MRM 40,,,12,,40,,3,8,15,22,,,,,12.0,7,224,350000,24,24,,,Medium,,"229, TM",IS,C,3052,
ISMRM40IOS,megamek.common.weapons.missiles.innerSphere.mrm.oneShot,missiles,MRM 40 (I-OS),,,12,,40,,3,8,15,22,,,,,11.5,7,49,280000,24,24,,,Medium,,"139, TO:AUE",IS,B,3056,
ISMRM40OS,megamek.common.weapons.missiles.innerSphere.mrm.oneShot,missiles,MRM 40 (OS),,,12,,40,,3,8,15,22,,,,,12.5,7,45,175000,24,24,,,Medium,,"229, TM",IS,C,3052,
ISRL1,megamek.common.weapons.missiles.innerSphere.rocketLauncher,missiles,Rocket Launcher 1,RL1,,,,1,,3,7,12,18,,,,,,,2,,,,,,,,"229, TM",ALL,B,,
RocketLauncher10,megamek.common.weapons.missiles.rocketLauncher,missiles,Rocket Launcher 10,RL10,,3,,10,,5,11,18,27,,,,,.5,1,18,15000,6,6,,,Medium,,"229, TM",ALL,B,,
RocketLauncher15,megamek.common.weapons.missiles.rocketLauncher,missiles,Rocket Launcher 15,RL15,,4,,15,,4,9,15,22,,,,,1.0,2,23,30000,9,9,,,Medium,,"229, TM",ALL,B,,
ISRL2,megamek.common.weapons.missiles.innerSphere.rocketLauncher,missiles,Rocket Launcher 2,RL2,,,,2,,3,7,12,18,,,,,,,3,,,,,,,,"229, TM",ALL,B,,
RocketLauncher20,megamek.common.weapons.missiles.rocketLauncher,missiles,Rocket Launcher 20,RL20,,5,,20,,3,7,12,18,,,,,1.5,3,24,45000,12,12,,,Medium,,"229, TM",ALL,B,,
ISRL3,megamek.common.weapons.missiles.innerSphere.rocketLauncher,missiles,Rocket Launcher 3,RL3,,,,3,,3,7,12,18,,,,,,,4,,,,,,,,"229, TM",ALL,B,,
ISRL4,megamek.common.weapons.missiles.innerSphere.rocketLauncher,missiles,Rocket Launcher 4,RL4,,,,4,,3,7,12,18,,,,,,,5,,,,,,,,"229, TM",ALL,B,,
ISRL5,megamek.common.weapons.missiles.innerSphere.rocketLauncher,missiles,Rocket Launcher 5,RL 5,,,,5,,3,7,12,18,,,,,7.0,2,6,,,,,,,,"229, TM",ALL,B,,
ISThunderbolt10,megamek.common.weapons.missiles.innerSphere.thunderbolt,missiles,Thunderbolt 10,,,,,,,,,,,,,,,7,,127,175000,,,,,,,,,,,
ISThunderbolt10IOS,megamek.common.weapons.missiles.innerSphere.thunderbolt.oneShot,missiles,Thunderbolt 10 (I-OS),,,,,,,,,,,,,,,6.5,,25,140000,,,,,,,,,B,3056,
ISThunderbolt10OS,megamek.common.weapons.missiles.innerSphere.thunderbolt.oneShot,missiles,Thunderbolt 10 (OS),,,,,,,,,,,,,,,7.5,,25,87500,,,,,,,,,,,
ISThunderbolt15,megamek.common.weapons.missiles.innerSphere.thunderbolt,missiles,Thunderbolt 15,,,,,,,,,,,,,,,11.0,,229,325000,,,,,,,,,,,
ISThunderbolt15IOS,megamek.common.weapons.missiles.innerSphere.thunderbolt.oneShot,missiles,Thunderbolt 15 (I-OS),,,,,,,,,,,,,,,10.5,,46,260000,,,,,,,,,B,3056,
ISThunderbolt15OS,megamek.common.weapons.missiles.innerSphere.thunderbolt.oneShot,missiles,Thunderbolt 15 (OS),,,,,,,,,,,,,,,11.5,,46,162500,,,,,,,,,,,
ISThunderbolt20,megamek.common.weapons.missiles.innerSphere.thunderbolt,missiles,Thunderbolt 20,,,,,,,,,,,,,,,15,,305,450000,,,,,,,,,,,
ISThunderbolt20IOS,megamek.common.weapons.missiles.innerSphere.thunderbolt.oneShot,missiles,Thunderbolt 20 (I-OS),,,,,,,,,,,,,,,14.5,,61,360000,,,,,,,,,B,3056,
ISThunderbolt20OS,megamek.common.weapons.missiles.innerSphere.thunderbolt.oneShot,missiles,Thunderbolt 20 (OS),,,,,,,,,,,,,,,15.5,,61,225000,,,,,,,,,,,
ISThunderbolt5,megamek.common.weapons.missiles.innerSphere.thunderbolt,missiles,Thunderbolt 5,,,,,,,,,,,,,,,3.0,,64,50000,,,,,,,,,,,
ISThunderbolt5IOS,megamek.common.weapons.missiles.innerSphere.thunderbolt.oneShot,missiles,Thunderbolt 5 (I-OS),,,,,,,,,,,,,,,2.5,,13,40000,,,,,,,,,B,3056,
ISThunderbolt5OS,megamek.common.weapons.missiles.innerSphere.thunderbolt.oneShot,missiles,Thunderbolt 5 (OS),,,,,,,,,,,,,,,3.5,,13,25000,,,,,,,,,,,
CLMekMortar1,megamek.common.weapons.mortars.clan,mortars,'Mech Mortar 1,Clan Mech Mortar-1,,1,,1,6,7,14,21,28,,,,,1,1,10.0,7000,,,,,,,"136, TO:AUE",CLAN,B,,2835
ISMekMortar1,megamek.common.weapons.mortars.innerSphere,mortars,'Mech Mortar 1,IS Mech Mortar-1,,1,,1,6,7,14,21,28,,,,,2,1,10.0,7000,,,,,,,"136, TO:AUE",ALL,B,2526,2526
CLMekMortar2,megamek.common.weapons.mortars.clan,mortars,'Mech Mortar 2,Clan Mech Mortar-2,,2,,2,6,7,14,21,28,,,,,2.5,1,14.0,15000,,,,,,,"136, TO:AUE",CLAN,B,,2835
ISMekMortar2,megamek.common.weapons.mortars.innerSphere,mortars,'Mech Mortar 2,IS Mech Mortar-2,,2,,2,6,7,14,21,28,,,,,5,2,14.0,15000,,,,,,,"136, TO:AUE",ALL,B,2526,2526
CLMekMortar4,megamek.common.weapons.mortars.clan,mortars,'Mech Mortar 4,Clan Mech Mortar-4,,5,,4,6,7,14,21,28,,,,,3.5,2,26.0,32000,,,,,,,"136, TO:AUE",CLAN,B,,2835
ISMekMortar4,megamek.common.weapons.mortars.innerSphere,mortars,'Mech Mortar 4,IS Mech Mortar-4,,5,,4,6,7,14,21,28,,,,,7,3,26.0,32000,,,,,,,"136, TO:AUE",ALL,B,2526,2526
CLMekMortar8,megamek.common.weapons.mortars.clan,mortars,'Mech Mortar 8,Clan Mech Mortar-8,,10,,8,6,7,14,21,28,,,,,5,3,50.0,70000,,,,,,,"136, TO:AUE",CLAN,B,,2835
ISMekMortar8,megamek.common.weapons.mortars.innerSphere,mortars,'Mech Mortar 8,IS Mech Mortar-8,,10,,8,6,7,14,21,28,,,,,10,5,50.0,70000,,,,,,,"136, TO:AUE",ALL,B,2526,2526
ISVehicularGrenadeLauncher,megamek.common.weapons.mortars.innerSphere,mortars,Vehicular Grenade Launcher,ISVehicularGrenadeLauncher,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLAMS,megamek.common.weapons.other.clan,other,Anti-Missile System,CLAntiMissileSystem,,1,2,2,0,1,1,1,1,,,,,0.5,1,32.0,100000,3,,,,Short,,"204, TM",CLAN,F,,2824
